"","group","group_name","seqnames","start","end","strand","name","idx","Log2FC","FDR","MeanDiff"
"24029",1,"C1","chrX",15602148,15561033,2,"ACE2",66,2.34923530178607,2.92356163694329e-09,0.0518980083295986
"21145",1,"C1","chr7",27198575,27207259,1,"HOTTIP",201,1.37994178256385,2.97277536215217e-09,0.179403551155264
"1961",1,"C1","chr1",193186654,193179045,2,"B3GALT2",1961,1.16229759274403,3.23022753729641e-09,0.206969049760959
"15789",1,"C1","chr22",30266840,30262829,2,"OSM",218,0.603426726380169,3.27374175560877e-09,0.521210656023697
"14454",1,"C1","chr2",237056167,237048599,2,"LOC93463",1505,1.4966837658447,3.46526723012095e-09,0.0989135437490074
"23182",1,"C1","chr9",35658290,35661511,1,"CCDC107",205,0.528485594391627,3.78775702942588e-09,0.490302035323118
"19520",1,"C1","chr5",172641266,172691540,1,"NEURL1B",1027,1.26407002573697,4.25170884079142e-09,0.132747264881657
"9428",1,"C1","chr16",87936529,87881546,2,"CA5A",943,0.500026358051002,4.32300766401551e-09,0.200966771898336
"4895",1,"C1","chr11",124762290,124752583,2,"ESAM",1473,0.878933719520382,4.52597119106221e-09,0.232035317968361
"650",1,"C1","chr1",40450102,40463718,1,"ZFP69B",650,0.891572510991462,4.74377344207311e-09,0.18372512599039
"11286",1,"C1","chr18",79395856,79529325,1,"NFATC1",374,0.546846827554513,4.77258404483045e-09,0.294472461577082
"3158",1,"C1","chr10",101229594,101238848,1,"LBX1-AS1",706,1.51612603395061,4.90618957980889e-09,0.181060030189816
"3770",1,"C1","chr11",18726230,18704305,2,"IGSF22",348,0.736286077974944,4.95112858771836e-09,0.228960054662658
"14184",1,"C1","chr2",203535410,203394345,2,"RAPH1",1235,1.19167235360155,5.31576879893193e-09,0.128585368420346
"13693",1,"C1","chr2",109313625,109313571,2,"MIR4266",744,1.22296868717685,5.47258879798401e-09,0.303233044733755
"15009",1,"C1","chr20",45887635,45886489,2,"SPATA25",480,0.928927220292281,5.95991996268932e-09,0.4215835152966
"7404",1,"C1","chr14",91947987,91869412,2,"FBLN5",586,0.92216706362276,5.97540957256465e-09,0.32759881702429
"23693",1,"C1","chr9",127611760,127692936,1,"STXBP1",716,0.633156198927941,5.97540957256465e-09,0.149472333509764
"15935",1,"C1","chr22",38982347,38992804,1,"APOBEC3B",364,1.36938993078184,6.0315123089341e-09,0.176676391777608
"370",1,"C1","chr1",23559794,23557918,2,"ID3",370,0.591015875574181,6.38699725066517e-09,0.385468038341434
"16826",1,"C1","chr3",101827991,101861022,1,"NFKBIZ",694,0.517504079744569,6.61715325616539e-09,0.25968094541717
"6855",1,"C1","chr14",20590823,20590193,2,"RNASE12",37,0.562269049181427,7.14056658836128e-09,0.253844801012225
"11220",1,"C1","chr18",63367510,63327726,2,"KDSR",308,0.733672154187008,7.3497316226901e-09,0.192598660406235
"6881",1,"C1","chr14",21287939,21351301,1,"RPGRIP1",63,1.28285288377579,7.46010865942502e-09,0.139636480501128
"9954",1,"C1","chr17",29567180,29573157,1,"TP53I13",468,0.53259440825871,7.81114446385764e-09,0.423330469816694
"6856",1,"C1","chr14",20641691,20640696,2,"OR6S1",38,0.560152638390835,7.87214826440059e-09,0.298042118795163
"10589",1,"C1","chr17",63998351,64004304,1,"PRR29",1103,0.732521601810962,7.99335467867811e-09,0.329844777911809
"23015",1,"C1","chr9",5833117,5765076,2,"ERMP1",38,0.59549046257802,8.31418300612003e-09,0.181811438445477
"24693",1,"C1","chrX",134170278,134170198,2,"MIR106A",730,1.89834652973889,8.47904134504327e-09,0.221186261175344
"20553",1,"C1","chr6",107489958,107660167,1,"SOBP",898,0.789325287246515,8.55547865935277e-09,0.149228349739014
"3338",1,"C1","chr10",123135962,123137741,1,"HMX3",886,1.20662032919275,8.70936905673664e-09,0.306019892256215
"15918",1,"C1","chr22",38318084,38290691,2,"CSNK1E",347,0.654575314968071,9.37416361849855e-09,0.215521089819428
"24551",1,"C1","chrX",107982370,107980864,2,"TEX13B",588,1.97939284657327,9.40517134259791e-09,0.0758137497347708
"9440",1,"C1","chr16",88686493,88677682,2,"SNAI3",955,0.743246385329598,9.54145001449183e-09,0.307789594839163
"9190",1,"C1","chr16",67247658,67229387,2,"FHOD1",705,0.600641846651923,9.85947717780755e-09,0.319332424825629
"19999",1,"C1","chr6",31572054,31574324,1,"LTA",344,0.628771218111458,1.03692722856547e-08,0.503884821222688
"23143",1,"C1","chr9",34179005,34252523,1,"UBAP1",166,0.546957636601835,1.04891894099855e-08,0.178379004545985
"21593",1,"C1","chr7",100272218,100200653,2,"CASTOR3",649,0.511641015046044,1.13577858410876e-08,0.209195131660389
"9851",1,"C1","chr17",18526846,18524566,2,"FAM106A",365,0.924803627074177,1.15983531847105e-08,0.0790156199374583
"11411",1,"C1","chr19",3136193,3163769,1,"GNA15",115,0.767789646040051,1.16730409805859e-08,0.261911206962229
"15014",1,"C1","chr20",46008908,46016561,1,"MMP9",485,0.965049191526093,1.17914534721227e-08,0.282869184744391
"13691",1,"C1","chr2",109128930,109127327,2,"SH3RF3-AS1",742,2.30002718183415,1.30665671704003e-08,0.173607619292642
"22314",1,"C1","chr8",30144686,30131824,2,"MBOAT4",234,0.759681915086373,1.39327901764456e-08,0.23742570044057
"12150",1,"C1","chr19",38256591,38251237,2,"PPP1R14A",854,2.01382292962119,1.40376442016405e-08,0.126485608629469
"20766",1,"C1","chr6",143562031,143554325,2,"PHACTR2-AS1",1111,1.58553869697618,1.45928179839403e-08,0.344197261149294
"6121",1,"C1","chr12",121298308,121237691,2,"CAMKK2",1136,0.552483153526264,1.52107362650118e-08,0.193197380888684
"14759",1,"C1","chr20",25082365,25070885,2,"VSX1",230,1.07126860044701,1.52107362650118e-08,0.199246217455074
"11899",1,"C1","chr19",18607430,18621039,1,"TMEM59L",603,1.05629338624437,1.58796574503499e-08,0.172443442358256
"13628",1,"C1","chr2",100142739,99545419,2,"AFF3",679,1.02885716805036,1.71683323817986e-08,0.151862544234283
"10569",1,"C1","chr17",63477061,63521848,1,"ACE",1083,1.69886998637614,1.72876903169093e-08,0.127505600211546
"3126",1,"C1","chr10",99659506,99706240,1,"ENTPD7",674,0.860804169246466,1.77967309328986e-08,0.113611960900162
"19123",1,"C1","chr5",132747445,132754403,1,"CCNI2",630,1.01511376194277,1.79259767616884e-08,0.209596316072673
"10493",1,"C1","chr17",57608412,57600856,2,"LOC101927539",1007,0.770747079645266,1.88611099366502e-08,0.317927000552668
"6038",1,"C1","chr12",113149858,113159276,1,"CFAP73",1053,1.49643975953011,1.88827761358732e-08,0.213195177597046
"16250",1,"C1","chr3",15440566,15381275,2,"METTL6",118,0.646341368542827,1.91340660530363e-08,0.161922405238457
"16613",1,"C1","chr3",52231190,52221080,2,"TLR9",481,0.783177082213864,1.95421002371742e-08,0.231257434069841
"9953",1,"C1","chr17",29567137,29560547,2,"ABHD15",467,0.508835052595673,1.98155124771345e-08,0.405286141996568
"17813",1,"C1","chr4",48016772,48040173,1,"NIPAL1",279,1.36490171938002,2.09826064115047e-08,0.154250448581521
"4106",1,"C1","chr11",60952530,60937083,2,"SLC15A3",684,1.81059864306294,2.18764775739783e-08,0.0850510061938124
"17462",1,"C1","chr3",192918161,192796815,2,"MB21D2",1330,1.54493906353774,2.219272436921e-08,0.120918063697717
"23692",1,"C1","chr9",127578989,127505339,2,"FAM129B",715,0.634471309961454,2.33428955883219e-08,0.189882547022209
"21205",1,"C1","chr7",36153149,36301543,1,"EEPD1",261,0.530157168343942,2.40602221223335e-08,0.259068822628574
"11330",1,"C1","chr19",984271,998438,1,"WDR18",34,0.536153050465236,2.47352497674738e-08,0.288044468054688
"145",1,"C1","chr1",9129170,9100305,2,"GPR157",145,0.783913029284098,2.4736778330841e-08,0.190891452586198
"659",1,"C1","chr1",40784012,40840452,1,"KCNQ4",659,0.565727198266426,2.50681412175375e-08,0.18503553133941
"17482",1,"C1","chr3",194708421,194782168,1,"LINC01968",1350,0.603041953302971,2.6703286459449e-08,0.140574413500663
"8886",1,"C1","chr16",27453393,27447669,2,"IL21R-AS1",401,0.602546517972515,2.75472767186906e-08,0.42441675080414
"3107",1,"C1","chr10",97713173,97718152,1,"MARVELD1",655,1.10678780040738,2.80747207381579e-08,0.241789461597839
"8963",1,"C1","chr16",30526821,30524001,2,"ZNF768",478,0.727855086600216,3.04154056419192e-08,0.397161944313661
"21463",1,"C1","chr7",87059699,86876906,2,"KIAA1324L",519,0.762498563101896,3.04671261345017e-08,0.189128403543711
"19635",1,"C1","chr5",180740099,180739042,2,"OR2Y1",1142,1.46038666100212,3.06357651166225e-08,0.155290537972869
"4896",1,"C1","chr11",124759129,124765936,1,"LOC101929340",1474,0.844937983962423,3.1293209305163e-08,0.244904523422377
"115",1,"C1","chr1",6424670,6412418,2,"HES2",115,1.0703238129674,3.17625880005458e-08,0.149226156194571
"19597",1,"C1","chr5",178113443,178126087,1,"N4BP3",1104,0.607552631422465,3.21321422420506e-08,0.341312523410258
"5753",1,"C1","chr12",69738568,69713633,2,"LOC101928002",768,0.735259355808919,3.21495186444248e-08,0.193973531240395
"10613",1,"C1","chr17",66192084,65635538,2,"CEP112",1127,0.736940642081658,3.44729476716046e-08,0.135911320368988
"14607",1,"C1","chr20",3682246,3667965,2,"ADAM33",78,1.4939350003197,3.74345527201682e-08,0.126035562485808
"16319",1,"C1","chr3",32238679,32370325,1,"CMTM8",187,0.987802484737908,3.81354688500572e-08,0.174784842027443
"15830",1,"C1","chr22",31944461,31957603,1,"YWHAH",259,0.546895216145344,3.84341303546533e-08,0.311973463840214
"10800",1,"C1","chr17",78378640,78425114,1,"PGS1",1314,0.715882533049882,4.03399710365043e-08,0.158587636460266
"19524",1,"C1","chr5",172834275,172952685,1,"ERGIC1",1031,0.59393007953153,4.06514211581291e-08,0.248075211233746
"19549",1,"C1","chr5",176034680,175917873,2,"THOC3",1056,1.87481781540308,4.40606539638695e-08,0.0177560966391939
"16230",1,"C1","chr3",13880121,13816258,2,"WNT7A",98,1.01155150660338,4.41605539248147e-08,0.1632416607891
"3159",1,"C1","chr10",101229794,101226195,2,"LBX1",707,2.37004952031789,4.68872744678086e-08,0.197782852436213
"18509",1,"C1","chr5",693395,659862,2,"TPPP",16,0.675779163658405,4.99566704523183e-08,0.189904651484151
"15187",1,"C1","chr20",63009383,63085071,1,"LINC01749",658,0.785760750765644,5.09643134757941e-08,0.158252870175843
"13903",1,"C1","chr2",158968634,159232659,1,"TANC1",954,0.673576427254874,5.09693100005367e-08,0.204075444929299
"21051",1,"C1","chr7",12686856,12690934,1,"ARL4A",107,0.566242632429601,5.18306067703998e-08,0.551399620287681
"24352",1,"C1","chrX",69616067,70039469,1,"EDA",389,1.3159451473973,5.26834137640166e-08,0.107126335262702
"22245",1,"C1","chr8",23084355,23115536,1,"LOC254896",165,1.20591496365716,5.26960495701935e-08,0.0772771590254621
"15558",1,"C1","chr21",45981737,46005050,1,"COL6A1",314,0.727383948192996,5.35984685517522e-08,0.172667325710262
"3369",1,"C1","chr10",126670446,126424997,2,"C10orf90",917,1.69306401046497,5.51408042463021e-08,0.28392242018857
"23442",1,"C1","chr9",96875623,96816472,2,"ZNF782",465,0.796254005041014,5.51408042463021e-08,0.153108659610381
"2651",1,"C1","chr10",29736781,29457338,2,"SVIL",199,0.929495424627951,6.30659998122026e-08,0.431707471169024
"5074",1,"C1","chr12",6821545,6829972,1,"GPR162",89,0.978608814537774,6.39003865846279e-08,0.176117632197957
"9191",1,"C1","chr16",67237683,67272190,1,"SLC9A5",706,0.559034724054326,6.61893015050036e-08,0.24785352599035
"18800",1,"C1","chr5",67003953,67001383,2,"MAST4-AS1",307,0.764603424078772,6.94171629538483e-08,0.371574507267814
"14620",1,"C1","chr20",4120980,4187747,1,"SMOX",91,0.84009505950407,7.24230151979204e-08,0.117463467556106
"3339",1,"C1","chr10",123148122,123150672,1,"HMX2",887,1.33125825371056,7.6464481047905e-08,0.201674078082453
"10781",1,"C1","chr17",77089417,77089497,1,"MIR6516",1295,0.513101474859277,7.96176241904397e-08,0.478778730331511
"13649",1,"C1","chr2",102311502,102352037,1,"IL1RL1",700,0.883594176161465,8.26817707875537e-08,0.0880731995978546
"10494",1,"C1","chr17",57745312,57744481,2,"CCDC182",1008,0.75857814566271,8.40605810679932e-08,0.185598662621261
"7007",1,"C1","chr14",32076793,32074946,2,"ARHGAP5-AS1",189,0.632101277342819,8.62690558810007e-08,0.459261371403461
"11929",1,"C1","chr19",19538248,19546659,1,"CILP2",633,0.773249572506364,8.62690558810007e-08,0.23368091975654
"5403",1,"C1","chr12",48865898,48857145,2,"RND1",418,0.769565977399349,9.30648697759526e-08,0.214727391045162
"4803",1,"C1","chr11",118606440,118658038,1,"PHLDB1",1381,0.599887740140203,9.98059259673472e-08,0.19030391143378
"20456",1,"C1","chr6",83431071,83210389,2,"ME1",801,1.57051539062906,9.99551888715576e-08,0.255720691684121
"18905",1,"C1","chr5",80960907,80947697,2,"RASGRF2-AS1",412,1.62560276927484,1.00182302092918e-07,0.291037616058387
"17549",1,"C1","chr4",826198,784957,2,"CPLX1",15,1.01890009670859,1.01076441140916e-07,0.117179548765425
"2653",1,"C1","chr10",29602346,29602264,2,"MIR938",201,0.827107222854149,1.01300822768594e-07,0.355275068599481
"4530",1,"C1","chr11",78188812,78214711,1,"USP35",1108,0.590216964558779,1.03901060794931e-07,0.244201799321651
"16149",1,"C1","chr3",4751590,4749192,2,"EGOT",17,0.53401728194315,1.08175805513712e-07,0.282210926368309
"15648",1,"C1","chr22",20283246,20241415,2,"RTN4R",77,0.737939491939604,1.08266878496871e-07,0.19478504945875
"17229",1,"C1","chr3",157089881,157101135,1,"LINC00881",1097,0.651250604416838,1.13026449924731e-07,0.105403643171628
"9015",1,"C1","chr16",31873758,31917357,1,"ZNF267",530,0.557253840814679,1.1335869060805e-07,0.167807225217889
"3368",1,"C1","chr10",126421879,126413869,2,"LINC00601",916,3.49091316308886,1.25377800818508e-07,0.0575498187482435
"24134",1,"C1","chrX",38023986,38023895,2,"MIR548AJ2",171,2.61725353048248,1.27885566215243e-07,0.0592838188236937
"6871",1,"C1","chr14",21023386,21023314,2,"MIR6717",53,0.922933170722972,1.31599603255547e-07,0.335264088577481
"18140",1,"C1","chr4",107283806,106921802,2,"DKK2",606,0.872640368631529,1.37935966691464e-07,0.139228422089178
"20609",1,"C1","chr6",116461370,116463779,1,"CALHM6",954,0.962501975275452,1.38203639274844e-07,0.237350377484073
"16450",1,"C1","chr3",46208396,46201709,2,"CCR1",318,0.754522762039951,1.42834799139276e-07,0.208589935890353
"12651",1,"C1","chr19",51693254,51693339,1,"MIR125A",1355,2.15979631274399,1.45898559573906e-07,0.197736316697289
"14980",1,"C1","chr20",45348424,45325288,2,"SDC4",451,1.30847850930215,1.48355040999123e-07,0.120465753360239
"16215",1,"C1","chr3",12287368,12434356,1,"PPARG",83,1.07568868171075,1.52723766088983e-07,0.081212896547984
"9312",1,"C1","chr16",74774831,74712955,2,"FA2H",827,1.09787871267585,1.63504831072198e-07,0.106909109576701
"23680",1,"C1","chr9",126408410,126408041,2,"NRON",703,0.674991638711002,1.65833389672643e-07,0.265343851384574
"21144",1,"C1","chr7",27185223,27181510,2,"HOXA11",200,1.28056150705963,1.67167482095309e-07,0.199013450938094
"8011",1,"C1","chr15",51751585,51723011,2,"LYSMD2",343,0.620038614261075,1.71173813348406e-07,0.210505719603992
"1362",1,"C1","chr1",148483679,148479824,2,"PPIAL4G",1362,0.590729504116025,1.7623860642442e-07,0.0974834082048134
"11660",1,"C1","chr19",11296139,11326996,1,"TSPAN16",364,0.911099695332427,1.76589783495727e-07,0.0999313464187115
"5850",1,"C1","chr12",93569814,93576745,1,"SOCS2",865,0.606451896395308,1.95423236780977e-07,0.432691758252351
"13375",1,"C1","chr2",65432637,65310851,2,"SPRED2",426,0.583444401381207,1.95423236780977e-07,0.170578697532602
"3435",1,"C1","chr11",308408,315272,1,"IFITM1",13,0.564607237782515,2.04248297100481e-07,0.332938026437013
"4809",1,"C1","chr11",118910708,118910787,1,"MIR4492",1387,0.520481141194841,2.04416308901974e-07,0.634317455058665
"6870",1,"C1","chr14",21024109,21036276,1,"TPPP2",52,0.905179347345626,2.05057198008923e-07,0.152855983027541
"1173",1,"C1","chr1",109619929,109603267,2,"GNAT2",1173,0.592757902722002,2.07997467731471e-07,0.229869437409248
"654",1,"C1","chr1",40665657,40620679,2,"RIMS3",654,0.609295170188083,2.16183892829555e-07,0.148840416220403
"5114",1,"C1","chr12",8066471,8058302,2,"C3AR1",129,1.28916924038803,2.2081063036861e-07,0.139809272072041
"11027",1,"C1","chr18",22168968,22166898,2,"GATA6-AS1",115,0.934127955757861,2.24831672561351e-07,0.326711668574707
"7124",1,"C1","chr14",54567097,54793315,1,"SAMD4A",306,0.565115136457595,2.28060500969135e-07,0.199441371368269
"19688",1,"C1","chr6",3849388,3851317,1,"FAM50B",33,0.702205434193373,2.31434981021357e-07,0.337580785853219
"5026",1,"C1","chr12",3764819,3606633,2,"CRACR2A",41,0.514878849189832,2.33118367543186e-07,0.235301652142486
"17522",1,"C1","chr3",196999460,197004744,1,"MELTF-AS1",1390,0.726979812487132,2.46453947282977e-07,0.238585198389559
"5677",1,"C1","chr12",57771492,57782541,1,"EEF1AKMT3",692,0.558034850779991,2.47603700961716e-07,0.323811799903317
"9109",1,"C1","chr16",57092537,57148367,1,"CPNE2",624,0.954684753481614,2.6503841306679e-07,0.196567682370244
"15833",1,"C1","chr22",32203477,32190435,2,"RFPL2",262,1.51168650922824,2.71396580747373e-07,0.134206282577237
"13544",1,"C1","chr2",86135870,86136006,1,"SNORD94",595,2.12289009033062,2.7820476799166e-07,0.0925521557978939
"14839",1,"C1","chr20",34363235,34511393,1,"ITCH",310,0.582182972069583,2.80471611201672e-07,0.15921942922055
"5849",1,"C1","chr12",93571768,93542463,2,"SOCS2-AS1",864,0.608466641846511,2.97682661296519e-07,0.250922342140846
"20276",1,"C1","chr6",43687791,43671303,2,"MRPS18A",621,0.87193630054747,3.28873755334207e-07,0.120372577949398
"86",1,"C1","chr1",3454426,3481113,1,"ARHGEF16",86,1.45671468413544,3.29095913824889e-07,0.0801884844834422
"10802",1,"C1","chr17",78484882,78503056,1,"DNAH17-AS1",1316,1.07521647600611,3.31433846120363e-07,0.0940908949701544
"19687",1,"C1","chr6",3752026,3722614,2,"PXDC1",32,0.889166956887158,3.35928515513407e-07,0.136849083539866
"1275",1,"C1","chr1",116910057,116990358,1,"PTGFRN",1275,0.709391652587303,3.38882275726491e-07,0.121057653286325
"17358",1,"C1","chr3",183428778,183178043,2,"MCF2L2",1226,0.516506056785893,3.39998448746003e-07,0.231277298000749
"554",1,"C1","chr1",33472645,33496507,1,"ZSCAN20",554,0.674870983861921,3.41630831716605e-07,0.136654070895922
"760",1,"C1","chr1",46394265,46413848,1,"FAAH",760,1.1973374903937,3.41712674108239e-07,0.161831479082633
"22675",1,"C1","chr8",100157906,100259278,1,"SPAG1",595,0.545162395325458,3.5754850098724e-07,0.152290479855041
"12650",1,"C1","chr19",51692773,51692881,1,"MIRLET7E",1354,2.08763224911485,3.58078165984402e-07,0.19237047974641
"4951",1,"C1","chr11",129815819,129860003,1,"TMEM45B",1529,1.27550662157099,3.60279665501413e-07,0.0830953881755424
"12649",1,"C1","chr19",51692612,51692681,1,"MIR99B",1353,2.08600140335656,3.62648077440911e-07,0.193468041955956
"13129",1,"C1","chr2",27275817,27253684,2,"SLC30A3",180,0.957965243642581,3.65232809426863e-07,0.12736586958466
"13237",1,"C1","chr2",41933723,41931599,2,"LINC01914",288,1.34784660524772,3.69341636353431e-07,0.107250585803446
"2539",1,"C1","chr10",12578753,12578823,1,"MIR4480",87,1.09007226315926,3.78537279795221e-07,0.163432468815748
"4456",1,"C1","chr11",72783530,72783592,1,"MIR4692",1034,0.619163886154758,4.04653568304382e-07,0.3445169200164
"15116",1,"C1","chr20",57710183,57712780,1,"NKILA",587,0.682032669503979,4.14343474234232e-07,0.440449942279798
"405",1,"C1","chr1",25543580,25568886,1,"LDLRAP1",405,0.652931261134406,4.41691447753579e-07,0.182472317330211
"10606",1,"C1","chr17",64780759,64780824,1,"MIR6080",1120,0.631499560186284,4.45784406645571e-07,0.559818191430528
"19315",1,"C1","chr5",142325040,142310427,2,"SPRY4",822,0.84993024287564,4.50740882995356e-07,0.149341469832973
"14239",1,"C1","chr2",212926257,212926336,1,"MIR4776-1",1290,1.22109461767424,5.00524313123278e-07,0.212339431848855
"10372",1,"C1","chr17",47855874,47844908,2,"SP6",886,1.05970024843952,5.13722818845843e-07,0.136795948103621
"10135",1,"C1","chr17",40343136,40340867,2,"RARA-AS1",649,0.573420429512111,5.21602234702929e-07,0.468232288858927
"20730",1,"C1","chr6",137494250,137492202,2,"OLIG3",1075,0.760792554892387,5.36109281441586e-07,0.27591150030555
"5075",1,"C1","chr12",6828410,6839851,1,"P3H3",90,0.816881316882896,5.43843182697841e-07,0.170867191823144
"10892",1,"C1","chr17",82228397,82261129,1,"SLC16A3",1406,0.560691108567492,5.82309010493124e-07,0.332917923433341
"10287",1,"C1","chr17",43909711,43875357,2,"MPP2",801,1.0647139700168,5.85000937001091e-07,0.13062089089726
"6152",1,"C1","chr12",122774327,122827528,1,"CCDC62",1167,0.892199642721439,6.01340352461661e-07,0.109113011345871
"21254",1,"C1","chr7",44051766,44051829,1,"MIR6837",310,1.50772354893888,6.17467677601149e-07,0.293694139407904
"761",1,"C1","chr1",46451281,46446673,2,"LINC01398",761,1.09171658845156,6.61047343128711e-07,0.188707218058785
"12648",1,"C1","chr19",51693456,51685363,2,"SPACA6P-AS",1352,1.64298992066529,6.6152623855257e-07,0.103769480246111
"12138",1,"C1","chr19",37551406,37614097,1,"ZNF540",842,0.755484742657317,6.75398689856257e-07,0.104343737119288
"20451",1,"C1","chr6",82363206,82370828,1,"TPBG",796,1.20799396499606,7.04889632975022e-07,0.16151884876505
"20963",1,"C1","chr7",1044576,1059261,1,"GPR146",19,0.543372766259467,7.25318635671515e-07,0.223742911579078
"17999",1,"C1","chr4",80125454,79901149,2,"ANTXR2",465,0.585380522364604,7.54185974947827e-07,0.177445750489834
"3892",1,"C1","chr11",44726465,44932421,1,"TSPAN18",470,0.605243572537036,7.82867921641936e-07,0.178758367039202
"5870",1,"C1","chr12",95858839,95795345,2,"LOC105369921",885,0.570989794650797,7.96790398887591e-07,0.158864922435121
"19587",1,"C1","chr5",177474401,177456608,2,"DBN1",1094,0.518334082717208,8.37546952622794e-07,0.22047896818792
"6891",1,"C1","chr14",21634940,21633836,2,"OR10G2",73,1.47339845643247,8.40320393003872e-07,0.135509987884891
"24510",1,"C1","chrX",103311046,103309346,2,"BEX2",547,1.60487745227586,8.59616557240155e-07,0.175011240737144
"20003",1,"C1","chr6",31592985,31588895,2,"NCR3",348,0.730212510388654,8.75209776372265e-07,0.271204195849611
"4791",1,"C1","chr11",118264536,118253403,2,"MPZL2",1369,0.871009618479977,8.95202211958279e-07,0.126833711369655
"23919",1,"C1","chr9",137040436,137030174,2,"FUT7",942,0.537777526214196,8.95202211958279e-07,0.259549992835782
"6447",1,"C1","chr13",43879727,43823909,2,"CCDC122",188,0.927308701074656,9.10884452609328e-07,0.125323758150715
"24859",1,"C1","chrX",153724868,153744762,1,"ABCD1",896,0.505834821503497,1.00982121350506e-06,0.20665196010739
"13830",1,"C1","chr2",134127125,134127192,1,"MIR3679",881,0.969504977941261,1.06987910993595e-06,0.296749639132044
"22358",1,"C1","chr8",38468834,38411138,2,"FGFR1",278,0.840832320859418,1.08028311134762e-06,0.116015607219081
"18855",1,"C1","chr5",74865893,74867854,1,"LOC441086",362,0.94978765273592,1.15677346918653e-06,0.238560964776353
"7623",1,"C1","chr14",103847590,103733752,2,"PPP1R13B",805,0.542080256844371,1.17957125753214e-06,0.130623229392829
"14008",1,"C1","chr2",175005369,174799363,2,"CHN1",1059,0.750347440311096,1.29746992441449e-06,0.107492290221391
"20569",1,"C1","chr6",109465968,109444062,2,"MICAL1",914,0.512956889449768,1.31919362952187e-06,0.235350487833323
"12842",1,"C1","chr19",55580845,55576770,2,"ZNF579",1546,0.906126215503483,1.33913081764929e-06,0.226702980483013
"4847",1,"C1","chr11",121292453,121308694,1,"SC5D",1425,0.534235030531623,1.35073015835086e-06,0.179913544721192
"10386",1,"C1","chr17",48294335,48307829,1,"THRA1/BTR",900,0.696888354316804,1.35700745122549e-06,0.154263910369948
"2820",1,"C1","chr10",63521363,63625123,1,"REEP3",368,0.574851620753976,1.43758505059797e-06,0.141170787059205
"4909",1,"C1","chr11",125495214,125499528,1,"LOC403312",1487,0.857982560597159,1.47427491491231e-06,0.240306084416954
"1614",1,"C1","chr1",156641390,156659532,1,"BCAN",1614,0.606808787196251,1.48755020792489e-06,0.163574362013836
"13989",1,"C1","chr2",172084740,172089677,1,"DLX1",1040,0.81112858462637,1.53561546525118e-06,0.224501113894929
"5948",1,"C1","chr12",106301929,106347015,1,"TCP11L2",963,0.551341409081901,1.59871350119375e-06,0.192818187714632
"19107",1,"C1","chr5",132073790,132076170,1,"CSF2",614,0.542755010432003,1.61572655045808e-06,0.231627765783198
"9161",1,"C1","chr16",66579448,66588275,1,"CMTM2",676,1.11628487295919,1.6692297188257e-06,0.105166207286937
"15007",1,"C1","chr20",45881227,45885266,1,"ZSWIM1",478,0.681638908454475,1.74338358951817e-06,0.261022215317997
"5681",1,"C1","chr12",57846739,57819927,2,"CTDSP2",696,0.579075072811827,1.7722031576255e-06,0.198878231129584
"23875",1,"C1","chr9",136398797,136375577,2,"SNAPC4",898,0.617486270751676,1.77664047283526e-06,0.157811592428451
"4461",1,"C1","chr11",73308289,73369091,1,"ARHGEF17",1039,0.598219298835526,1.78026511904522e-06,0.1631287199357
"2313",1,"C1","chr1",232561558,232397965,2,"SIPA1L2",2313,0.768392194257434,1.91876496528381e-06,0.115121931027609
"1308",1,"C1","chr1",120913275,121009291,1,"LINC00623",1308,0.794547190336996,1.94216479883169e-06,0.0728425476820384
"87",1,"C1","chr1",3611495,3489920,2,"MEGF6",87,0.913626030784694,1.95878466814562e-06,0.184465753850775
"2990",1,"C1","chr10",86968192,86983934,1,"ADIRF",538,0.627005813132015,1.9626360846914e-06,0.202749270336019
"23587",1,"C1","chr9",114682089,114666434,2,"TEX48",610,0.702954016701249,1.96578439469416e-06,0.188840410800172
"20457",1,"C1","chr6",83512538,83525704,1,"PRSS35",802,1.68110343202986,1.98630588877176e-06,0.144851498359646
"15570",1,"C1","chr21",46605208,46598962,2,"S100B",326,0.593836161665907,2.04048924618839e-06,0.171540888816275
"12178",1,"C1","chr19",39032785,38990714,2,"FBXO27",882,0.76064548322941,2.13964756928521e-06,0.0987295098898085
"21139",1,"C1","chr7",27180013,27163535,2,"HOXA10-HOXA9",195,0.858943742388489,2.14968290587032e-06,0.168190800380798
"18440",1,"C1","chr4",183320774,183318194,2,"CLDN22",906,1.55609991446097,2.17335250962206e-06,0.0789312432986489
"10701",1,"C1","chr17",74970704,74975728,1,"HID1-AS1",1215,0.715110319838038,2.17401085295795e-06,0.194696301826347
"19620",1,"C1","chr5",179793980,179796647,1,"LTC4S",1127,0.831265509128058,2.21180707856985e-06,0.318146364718617
"13921",1,"C1","chr2",161416094,161425870,1,"TBR1",972,1.33814451914021,2.25405553058949e-06,0.131064312765718
"20502",1,"C1","chr6",90312742,90312833,1,"MIR4464",847,0.556718834540725,2.25405553058949e-06,0.179177288776657
"14653",1,"C1","chr20",8114453,8968360,1,"PLCB1",124,0.666495770463262,2.35775999388621e-06,0.360465626212483
"6732",1,"C1","chr13",102799007,102784281,2,"KDELC1",473,0.679487877230113,2.37737824768565e-06,0.210419178145398
