"","seqnames","idx","start","end","Log2FC","FDR","MeanDiff"
"105681","chr6",2689,35241025,35241525,-1.95995122834593,0.0166967506131215,-0.0620575887171845
"121697","chr8",4439,142782442,142782942,-1.23798127395986,0.0167135743073993,-0.0899490332441885
"7367","chr1",7367,145721087,145721587,-1.28257606517177,0.0167823360079836,-0.079327622774194
"83350","chr22",1451,37021903,37022403,-1.47579602944708,0.0168060065745367,-0.0536867360499588
"125989","chr9",3866,128684256,128684756,-1.67125699959369,0.0168543521206522,-0.118053080466595
"38920","chr14",3515,92513345,92513845,-1.33804744373093,0.0168824446160902,-0.0887846597462325
"45562","chr16",1130,11258589,11259089,-1.61217031405068,0.0168981627860911,-0.124263200850725
"70674","chr2",3818,86806025,86806525,-1.86398591193121,0.0168981627860911,-0.0815661840025806
"105898","chr6",2906,36755619,36756119,-1.30923870059874,0.0169156634652784,-0.115638019958648
"26249","chr12",363,6195573,6196073,-1.07843404673771,0.017046601045449,-0.0463233922051281
"15471","chr10",2401,61943019,61943519,-1.29776703500623,0.0170631276444701,-0.120714910225009
"111064","chr7",168,1417424,1417924,-1.45101713276856,0.0171047303371791,-0.128464876583655
"12665","chr1",12665,235505123,235505623,-1.05487450754212,0.0171144641301984,-0.103737257212204
"42956","chr15",2617,74695793,74696293,-1.12036767994176,0.0171537546865452,-0.133573916493281
"91816","chr3",6794,187747917,187748417,-1.26253311555483,0.0172130425542785,-0.113014473920634
"51154","chr17",1390,16991300,16991800,-1.92517180668127,0.0172423951508946,-0.113442257104315
"2875","chr1",2875,29124662,29125162,-1.00992130337851,0.017271689475714,-0.0680086877833593
"110450","chr6",7458,159008924,159009424,-1.13728489870469,0.0173001668133844,-0.0693021747465645
"61950","chr19",2529,13851052,13851552,-1.04609997561916,0.0173202762497778,-0.0678174795634749
"92154","chr3",7132,196500545,196501045,-1.38985144801845,0.0173414613134964,-0.0418608193577946
"114319","chr7",3423,98107220,98107720,-1.04625753501291,0.0173694984815439,-0.0533523347211201
"56104","chr17",6340,77957590,77958090,-1.48095867172545,0.0173855755692109,-0.115287203744081
"60238","chr19",817,2949982,2950482,-1.20806703241596,0.0174259459925919,-0.0966262080817691
"17211","chr10",4141,97418910,97419410,-1.37174462014043,0.0174905525435849,-0.0892792050323181
"66384","chr19",6963,54372253,54372753,-1.44170974596966,0.0174905525435849,-0.0509986219994405
"80266","chr20",3410,63101910,63102410,-1.14619015350256,0.0176094932460204,-0.0981826338860708
"45132","chr16",700,3610841,3611341,-2.19795302245073,0.0176138257741734,-0.0618006094881452
"13755","chr10",685,11225846,11226346,-1.09319494386217,0.0176304740015493,-0.0908934678708892
"95563","chr4",3274,121254371,121254871,1.59601435067172,0.0177348305823993,0.36220020263074
"61874","chr19",2453,13172247,13172747,-1.79573597760161,0.01775488879996,-0.0923447203818762
"53418","chr17",3654,44350697,44351197,-2.08464717818674,0.0177989819331873,-0.0819578946081256
"79047","chr20",2191,46118006,46118506,-2.03964818688845,0.0177989819331873,-0.0776995724572798
"47704","chr16",3272,58025466,58025966,-1.41396068776751,0.0178005999034249,-0.0590738884584687
"111154","chr7",258,2104126,2104626,-1.20581029474306,0.0178005999034249,-0.0876512426141876
"111405","chr7",509,5046114,5046614,-1.46213524845217,0.0178402987566065,-0.0537926956219208
"69964","chr2",3108,69774901,69775401,2.00542802796795,0.0178437206718627,0.214854916988476
"79620","chr20",2764,51920542,51921042,4.66627989819718,0.0178467702360964,0.0783215414398948
"90275","chr3",5253,141411347,141411847,-1.03600284366908,0.0178467702360964,-0.0787642058688559
"44464","chr16",32,181316,181816,-1.07164317777238,0.0178659830767304,-0.119291412913133
"78733","chr20",1877,41232295,41232795,-1.53858873219295,0.0178667741556223,-0.0840401683917733
"93190","chr4",901,15005140,15005640,-3.9883279189467,0.0178667741556223,-0.046836976042796
"100447","chr5",3612,133467275,133467775,-4.81125927941,0.0178667741556223,-0.0988109389269143
"105835","chr6",2843,36387540,36388040,-4.05226261002978,0.0178667741556223,-0.053272504800472
"61252","chr19",1831,10006168,10006668,-3.84583503410386,0.017905011934758,-0.0527676682497687
"116786","chr7",5890,150756202,150756702,-3.57724389533354,0.017905011934758,-0.0348748008093852
"126142","chr9",4019,129496605,129497105,-1.35600212832459,0.0180006880574484,-0.0744347742994359
"38701","chr14",3296,91177266,91177766,-1.09763803605538,0.0180017237393702,-0.0682806384289514
"66185","chr19",6764,52397552,52398052,-1.09510828244114,0.0180075725062129,-0.0989458338357172
"38353","chr14",2948,77053187,77053687,-1.69252042450784,0.0180135719181857,-0.0783576776752249
"25304","chr11",6225,123054942,123055442,-3.69428707683555,0.0180250378277458,-0.0455578926253476
"95309","chr4",3020,109559461,109559961,-1.00174151435385,0.0180628783483908,-0.0794836661620992
"56002","chr17",6238,77389169,77389669,-3.18036379981891,0.018065172543824,-0.033841061940747
"113235","chr7",2339,48097812,48098312,-3.69662634067219,0.018065172543824,-0.0457078667446097
"52928","chr17",3164,40443606,40444106,-1.43896469029074,0.0180879042350493,-0.0668922707736302
"92124","chr3",7102,196253528,196254028,-1.89591404622479,0.0180889157579454,-0.102641524414696
"42950","chr15",2611,74616331,74616831,-1.86183123370074,0.018124049174857,-0.0872227686310421
"62740","chr19",3319,18173511,18174011,-1.79138670527424,0.0181483146541037,-0.0772150879875102
"94615","chr4",2326,82284400,82284900,-1.07576031308093,0.0181483146541037,-0.0728258468378752
"111609","chr7",713,6590752,6591252,-3.04280541640879,0.0181638144143627,-0.0375002886295293
"16562","chr10",3492,80497606,80498106,-3.18637883665567,0.0182150918573857,-0.0476800989894122
"48523","chr16",4091,78098597,78099097,-2.87760562886172,0.0182150918573857,-0.0296167403262666
"64354","chr19",4933,40753765,40754265,-2.84831181266369,0.0182786679952011,-0.0450443350568507
"1696","chr1",1696,19486278,19486778,-2.68649683654096,0.018307676598804,-0.038087683966927
"9658","chr1",9658,173866638,173867138,-2.9711425642014,0.018307676598804,-0.0368620930215567
"43706","chr15",3367,85793547,85794047,-2.99555708939686,0.018307676598804,-0.0386292064760195
"79234","chr20",2378,48922031,48922531,-2.93073443630045,0.018307676598804,-0.0325441279757767
"84873","chr22",2974,50209767,50210267,-1.51462161145286,0.0183134181022129,-0.0624433765816029
"6860","chr1",6860,113758899,113759399,-1.08133929152412,0.0183346855849589,-0.0818435720264635
"105660","chr6",2668,34887206,34887706,-2.3487048440359,0.0183972671887762,-0.0319986981039194
"120942","chr8",3684,125601649,125602149,2.84172170054647,0.0183972671887762,0.065269171756334
"17658","chr10",4588,102744180,102744680,-1.61244945474767,0.0184122154918328,-0.0637830897163993
"98681","chr5",1846,74684935,74685435,-1.0545862094798,0.0184122154918328,-0.10009079360592
"67983","chr2",1127,27096169,27096669,-2.38322618933238,0.0184370366383309,-0.0389591859828149
"130310","chrX",3022,149540267,149540767,1.1490848531087,0.018490821211643,0.513541527544087
"56942","chr17",7178,82321165,82321665,-1.12662563266792,0.0184973425606375,-0.10316007558585
"922","chr1",922,9539621,9540121,-1.03071795940139,0.0185645183478946,-0.106718898857965
"90071","chr3",5049,136194830,136195330,-1.07609432491866,0.0186008442926661,-0.0727088919866839
"104365","chr6",1373,26321944,26322444,-1.08129302865474,0.0186093615527516,-0.0812315695899534
"1216","chr1",1216,12124726,12125226,-1.13696909032999,0.0186721926783379,-0.0727338866413287
"39941","chr14",4536,103715915,103716415,-1.14026880275261,0.0188479839387541,-0.0583841136733535
"48168","chr16",3736,69339919,69340419,-1.04979177865245,0.0188578037109286,-0.0760819811273196
"21277","chr11",2198,47848606,47849106,-1.12686035456078,0.0188683420962692,-0.124724930123128
"52488","chr17",2724,38559316,38559816,-1.29096925410311,0.0189259873657845,-0.1361746288001
"64213","chr19",4792,39941714,39942214,-1.18344237114047,0.0189717254999851,-0.0972111916549893
"87696","chr3",2674,51967336,51967836,-1.50007962343689,0.0189717254999851,-0.0901645815459905
"22127","chr11",3048,64448733,64449233,-2.31334170326149,0.0189758796040808,-0.0890667067939862
"93518","chr4",1229,36278745,36279245,-1.61301675226182,0.0190759493747499,-0.0850809539426684
"93651","chr4",1362,38804627,38805127,-1.40834735683497,0.0191128093800076,-0.072868496993334
"98858","chr5",2023,78295611,78296111,-1.29226710543316,0.0191128093800076,-0.0908959002792167
"128428","chrX",1140,47523321,47523821,-1.20945710751697,0.0191229031943283,-0.110529975645924
"119118","chr8",1860,59655583,59656083,1.73595277857311,0.0191283661103122,0.135099794724149
"5456","chr1",5456,84995927,84996427,-1.9204711167302,0.0191455119223409,-0.0656649927456299
"116539","chr7",5643,148963307,148963807,-2.11581107373087,0.0191455119223409,-0.0754839401617851
"74445","chr2",7589,196925948,196926448,-1.48331872987006,0.0191475864529203,-0.0465163657404181
"65052","chr19",5631,45471907,45472407,-1.02889093740402,0.0191691678053349,-0.0630120424106926
"54734","chr17",4970,62477883,62478383,-1.21461029489002,0.019260219980125,-0.0904920533214834
"99266","chr5",2431,95846923,95847423,-1.37326564165402,0.019260219980125,-0.0681340362856712
"30337","chr12",4451,93771948,93772448,2.9373112289923,0.0192863949943536,0.11758824132846
"54021","chr17",4257,49260265,49260765,-2.01894650411652,0.0193128216012657,-0.0700519098686205
"109361","chr6",6369,139028448,139028948,-1.04331698313839,0.0193284466480021,-0.0838740468939667
"5694","chr1",5694,89632123,89632623,-1.11957501135813,0.019370887958528,-0.0507755521671372
"69837","chr2",2981,68737653,68738153,-1.50792425783625,0.019370887958528,-0.0764514085809647
"35230","chr13",2671,113875816,113876316,-1.5566922970608,0.0194065102487414,-0.0900985463309926
"84681","chr22",2782,46739004,46739504,-1.54014297739659,0.0194933068624652,-0.068249812785086
"109767","chr6",6775,148760134,148760634,-1.07804021557743,0.0195347971045297,-0.0393009817044101
"85020","chr22",3121,50780188,50780688,3.08303996941315,0.0195790018827682,0.140415690090522
"117785","chr8",527,22137300,22137800,-1.35319174004764,0.0195790018827682,-0.109098176954602
"86887","chr3",1865,44511087,44511587,-2.14092865480932,0.0195903259254411,-0.0609811510978711
"81998","chr22",99,19121765,19122265,-1.18297704986582,0.0195914543220269,-0.0705887751116719
"39030","chr14",3625,93112738,93113238,-1.27931676369927,0.0197227910597389,-0.0863922284726517
"127943","chrX",655,23907101,23907601,-2.53607913818305,0.0198057078612147,-0.0663478730172015
"109074","chr6",6082,135531892,135532392,2.74383925327694,0.0198782136181585,0.125096216815698
"96968","chr5",133,1479540,1480040,-1.90641506458632,0.0199737646389542,-0.0860421291223051
"55566","chr17",5802,75034824,75035324,-1.14934970338947,0.0199792729631945,-0.0846938091329753
"63839","chr19",4418,36973187,36973687,-1.41257847408353,0.0199792729631945,-0.0783202988550918
"33650","chr13",1091,44352103,44352603,4.15153925538281,0.0200340314770909,0.07734014448562
"29212","chr12",3326,57124208,57124708,-1.16524013006059,0.0200342052780688,-0.0663782830546634
"6561","chr1",6561,110253163,110253663,4.90691902693789,0.0200773252798549,0.0582341189130511
"51433","chr17",1669,19645831,19646331,-4.76966677072087,0.0200773252798549,-0.052767098828347
"59752","chr19",331,1237065,1237565,-3.84876050817163,0.0200773252798549,-0.0269229392952579
"71393","chr2",4537,104938278,104938778,4.93316781700961,0.0200773252798549,0.0593402129424028
"74938","chr2",8082,203934903,203935403,-4.32648264169437,0.0200773252798549,-0.0382795967775081
"115805","chr7",4909,131079405,131079905,-4.4347541824032,0.0200773252798549,-0.0414194539300772
"123224","chr9",1101,36492851,36493351,-4.65920863148278,0.0200773252798549,-0.0487298355342637
"130498","chrX",3210,154018385,154018885,-4.39191661647093,0.0200773252798549,-0.0401489289906361
"73874","chr2",7018,179298620,179299120,2.49335446040718,0.0200886994025576,0.144726292259925
"39180","chr14",3775,96391150,96391650,-1.10446724210486,0.0201240805480609,-0.0782497371644648
"123104","chr9",981,35650150,35650650,-2.99861024095269,0.0201240805480609,-0.0365621856832367
"81522","chr21",1044,43864894,43865394,-1.89538430785988,0.02015876196922,-0.0930016188125074
"123156","chr9",1033,35882166,35882666,-3.52294835241525,0.0201645967535396,-0.064831049768711
"63280","chr19",3859,23763329,23763829,-1.64246547693222,0.0202235901539081,-0.0582517813579942
"65829","chr19",6408,49492624,49493124,-3.16600889001782,0.0202388749886848,-0.0454566161800935
"122107","chr8",4849,144869607,144870107,-3.43955209126921,0.0202388749886848,-0.0805196376589508
"54191","chr17",4427,50292608,50293108,3.07499444284491,0.0202744303732224,0.0580078050352133
"116681","chr7",5785,150379828,150380328,-3.07454093523553,0.0202744303732224,-0.0390477000394343
"41994","chr15",1655,62068429,62068929,-3.07737133361134,0.0203131812529501,-0.0596320000972543
"13506","chr10",436,6647864,6648364,-1.32953756466431,0.0203520389643533,-0.0925852472724386
"60916","chr19",1495,7149049,7149549,-3.31264289077113,0.0203520389643533,-0.0730991162708199
"92614","chr4",325,2441606,2442106,-1.0126968899815,0.0203520389643533,-0.105919706691075
"66655","chr19",7234,55643297,55643797,-1.01733686373538,0.0204556838909185,-0.134263206756066
"7653","chr1",7653,150464305,150464805,-2.10014525630333,0.0204786428394841,-0.0836324693491001
"36026","chr14",621,24332799,24333299,-2.70415296830199,0.0204786428394841,-0.0330292460204565
"87027","chr3",2005,46070458,46070958,-2.42862935891106,0.0204786428394841,-0.0508387129682874
"111898","chr7",1002,18521897,18522397,3.82338642417564,0.0204786428394841,0.139852337824012
"38226","chr14",2821,75296021,75296521,-1.01669231584064,0.0204914721207578,-0.100280205581398
"68871","chr2",2015,43129910,43130410,-1.62528670433476,0.0205210393341342,-0.0660705129416853
"19378","chr11",299,1515414,1515914,-2.22475788295442,0.0205539298498106,-0.0781152031193708
"26187","chr12",301,4143822,4144322,-1.89875898011953,0.0205539298498106,-0.0702775726824496
"64079","chr19",4658,39126185,39126685,-2.32142190843222,0.0205733275266685,-0.0408314540372295
"20204","chr11",1125,13462516,13463016,-1.19370422955279,0.0205874386231394,-0.0981248358985427
"29182","chr12",3296,57001341,57001841,-2.77432790749254,0.0205874386231394,-0.0457654694479718
"54053","chr17",4289,49435011,49435511,-2.7986907213866,0.0205874386231394,-0.0581194433089659
"106455","chr6",3463,43243197,43243697,-2.96003865928732,0.0205874386231394,-0.0476106192242218
"126611","chr9",4488,132972526,132973026,-2.58128383947958,0.0205874386231394,-0.0780734025595326
"78982","chr20",2126,45792214,45792714,-1.37304402766274,0.0206164736215017,-0.0458459095967308
"35896","chr14",491,23562660,23563160,-1.62019206170424,0.020630818835733,-0.0598701120697311
"38352","chr14",2947,77043563,77044063,-2.7689947409742,0.0206398328557161,-0.0903001097536923
"104603","chr6",1611,28137481,28137981,-2.05197355290514,0.0207028418586548,-0.10224396716176
"53236","chr17",3472,42763357,42763857,-2.53716356061737,0.0207297866860332,-0.0458678911639379
"118386","chr8",1128,30170153,30170653,-2.81742716988271,0.0207297866860332,-0.057646579519174
"80221","chr20",3365,62921167,62921667,-1.28871444932174,0.020757829431843,-0.0848075583904732
"26399","chr12",513,6772805,6773305,-1.811553386337,0.0207747172100565,-0.0339968869938063
"125945","chr9",3822,128276397,128276897,-1.35942991277213,0.0207864881673613,-0.0374568796875339
"35492","chr14",87,21069889,21070389,-2.47259617337901,0.0208140222873226,-0.0376914953706415
"7617","chr1",7617,150149049,150149549,-2.7170136938509,0.020822362215838,-0.0532805700997278
"117546","chr8",288,11765371,11765871,-1.00334260005855,0.0208396300470249,-0.0841567392985884
"68004","chr2",1148,27279810,27280310,-2.67785510703447,0.0208438625595255,-0.0924911442666034
"110296","chr6",7304,158220799,158221299,-2.02167883831318,0.0208570349871157,-0.0719833224784706
"84702","chr22",2803,46803278,46803778,-1.39734130903393,0.0208601010896307,-0.118361969963095
"7807","chr1",7807,151436975,151437475,-1.91933366286548,0.0208630864542196,-0.0671563317893767
"45950","chr16",1518,19559288,19559788,-3.09669997818894,0.0208630864542196,-0.0673903911814537
"64352","chr19",4931,40752431,40752931,-2.03455124564665,0.0208630864542196,-0.057099596732658
"67271","chr2",415,9801023,9801523,-1.34098564237499,0.0208630864542196,-0.0687795330553903
"74165","chr2",7309,190695656,190696156,1.40247510751056,0.0208630864542196,0.221680872451637
"16632","chr10",3562,84340807,84341307,-3.2455537299282,0.020884224304987,-0.0736874543825693
"106427","chr6",3435,43021366,43021866,-1.03203324703114,0.020884224304987,-0.0949195818509925
"8088","chr1",8088,154345158,154345658,-1.22484087828769,0.0208982741586608,-0.0499513174947155
"57302","chr18",174,3281370,3281870,-2.22552714582136,0.0208982741586608,-0.0489728438560889
"46955","chr16",2523,31202730,31203230,-2.75065007955734,0.0209025160744313,-0.0637635796835204
"21950","chr11",2871,63582447,63582947,2.49173946296161,0.02090271098831,0.132367627055496
"7870","chr1",7870,151839642,151840142,-1.16859508175835,0.0209171185513895,-0.0800137004957105
"32140","chr12",6254,123533247,123533747,-2.68211270328801,0.0209204939900985,-0.0703199394383476
"53420","chr17",3656,44354495,44354995,-1.99832287895174,0.0209204939900985,-0.0916115825374014
"103055","chr6",63,711239,711739,-1.15480556705686,0.0209204939900985,-0.107830498920496
"32010","chr12",6124,122527506,122528006,-2.24676407954408,0.0209466467771324,-0.031767269748766
"98027","chr5",1192,54610061,54610561,1.17805568671397,0.0209561927115392,0.202067052425315
"83383","chr22",1484,37161482,37161982,-1.66813872789497,0.0209968905937819,-0.0616569213982683
"120167","chr8",2909,100463593,100464093,-1.44399983015622,0.0209968905937819,-0.0413610690585373
"67137","chr2",281,8522656,8523156,-1.21041238465956,0.0210033415344898,-0.0581988105838526
"58843","chr18",1715,63075058,63075558,-2.6888783260426,0.0210536504104099,-0.0616093455144414
"21483","chr11",2404,59172910,59173410,-1.24628455840671,0.02118029208213,-0.0341092099260977
"59340","chr18",2212,79522349,79522849,-3.08845275847336,0.021185746812285,-0.0759289505443985
"40031","chr14",4626,104933305,104933805,-1.39187313345073,0.0212193331113519,-0.132417579769302
"95247","chr4",2958,107990158,107990658,-1.33899662015616,0.0212381062951993,-0.0883021174830723
"92411","chr4",122,1171483,1171983,-1.44403289187257,0.0212452110550245,-0.120166198183113
"60850","chr19",1429,6661671,6662171,-2.68766344846349,0.0212665251985487,-0.0778335402899578
"79176","chr20",2320,48751126,48751626,-2.21248313629418,0.0212825527062642,-0.0890243228179312
"123226","chr9",1103,36555768,36556268,-1.30648319096133,0.021315459077377,-0.0482728654145959
"62582","chr19",3161,17420484,17420984,-2.81508595176059,0.0213265532810743,-0.0590180693464342
"50538","chr17",774,7296288,7296788,-1.27169337247009,0.0213293695338448,-0.0732653537731756
"71142","chr2",4286,98822353,98822853,-1.13066327314029,0.0213322111753295,-0.0612192798076298
"80374","chr20",3518,63737165,63737665,-1.05400731311862,0.0213329409247347,-0.111581921693078
"51495","chr17",1731,21127215,21127715,-1.75894549541908,0.0213373995360416,-0.0792956193770914
"122403","chr9",280,6080140,6080640,-1.08555701892186,0.0213480923435437,-0.111072058705513
"2034","chr1",2034,23800025,23800525,-1.27419449644719,0.021355127540344,-0.0327474349403106
"59812","chr19",391,1295690,1296190,-1.63625641578944,0.021355127540344,-0.066054250308193
"60128","chr19",707,2290539,2291039,-2.78590219495669,0.021355127540344,-0.0508625405810257
"22684","chr11",3605,66545404,66545904,-1.42194456468302,0.0214020226183994,-0.0516210291839218
"118594","chr8",1336,38900131,38900631,-1.23917984333019,0.0214042507547418,-0.0968807267713085
"7077","chr1",7077,116737901,116738401,-1.56177419995237,0.0214240541528804,-0.101143932495309
"56046","chr17",6282,77460030,77460530,-1.5059794499121,0.0214760550302201,-0.0447798169246054
"79357","chr20",2501,49914483,49914983,-2.05124687830604,0.0214760550302201,-0.0533285696215771
"121318","chr8",4060,133062234,133062734,-2.50695122759147,0.0214760550302201,-0.0736967141217087
"93798","chr4",1509,40237840,40238340,-1.62847461344825,0.0214762090332456,-0.0753421686837726
"42774","chr15",2435,72232276,72232776,-2.14325080610533,0.0215053831678951,-0.0748440371757668
"125352","chr9",3229,120928281,120928781,-1.14205483818785,0.0215053831678951,-0.0530390354362532
"66466","chr19",7045,54905804,54906304,2.298924507457,0.0215354225326106,0.149849334968718
"114620","chr7",3724,100725197,100725697,-1.8260395687726,0.0215962033659535,-0.0621095391790961
"2410","chr1",2410,26275489,26275989,-1.24302032145948,0.0215972286051751,-0.140400972444696
"126218","chr9",4095,129894054,129894554,-2.45231973157097,0.0215972286051751,-0.061251513621878
"10672","chr1",10672,202161293,202161793,-1.90590740523006,0.0216425976292247,-0.0508540374668559
"71948","chr2",5092,120174983,120175483,-2.14706163984426,0.0216425976292247,-0.0692464952720939
"4748","chr1",4748,55188819,55189319,-2.4273511915683,0.0216445600344036,-0.0708181156135679
"50013","chr17",249,2259359,2259859,-2.47119825345193,0.0216445600344036,-0.0452439345852553
"2143","chr1",2143,24857029,24857529,-1.51350016932809,0.0216632246458613,-0.111434075488447
"3829","chr1",3829,41241157,41241657,-1.81573530683069,0.0216632246458613,-0.0419033474438917
"21544","chr11",2465,60899283,60899783,-2.51192154793469,0.0216632246458613,-0.0618129603410664
"36458","chr14",1053,49635812,49636312,-1.3608496504723,0.0216632246458613,-0.048908140854629
"37526","chr14",2121,64760107,64760607,-2.24182767211204,0.0216632246458613,-0.0473938722294316
"42363","chr15",2024,65856808,65857308,-1.82282704353802,0.0216632246458613,-0.0683497308788153
"46799","chr16",2367,30551647,30552147,-1.2346256098126,0.0216632246458613,-0.160885376872904
"79480","chr20",2624,50957734,50958234,-2.15487381867037,0.0216632246458613,-0.0363887703373165
"83011","chr22",1112,31291681,31292181,-1.42948652438265,0.0216632246458613,-0.0407846393592947
"83712","chr22",1813,38766064,38766564,-2.29435617367082,0.0216632246458613,-0.0530324359201272
"84302","chr22",2403,42661896,42662396,-1.75059484507424,0.0216632246458613,-0.134727577517395
"86794","chr3",1772,43014396,43014896,-1.55095146498457,0.0216632246458613,-0.0489530625532582
"105840","chr6",2848,36442193,36442693,-1.73780644445308,0.0216632246458613,-0.0427807260311613
"105842","chr6",2850,36443333,36443833,-1.06381002848269,0.0216632246458613,-0.0571180106392401
"125351","chr9",3228,120927294,120927794,-2.43592076990078,0.0216632246458613,-0.0553230782183438
"2690","chr1",2690,27634111,27634611,-1.63470807612651,0.0216701541475789,-0.0977313777849356
"47674","chr16",3242,57802251,57802751,-1.07098676398833,0.0216701541475789,-0.141415294956228
"64829","chr19",5408,43596597,43597097,-1.25614181037089,0.0216701541475789,-0.0581598492770833
"3457","chr1",3457,36321024,36321524,-2.19542838165885,0.0216994767315406,-0.0504278573029005
"1702","chr1",1702,19596151,19596651,-1.22192909562552,0.0217329419046532,-0.0572700947300171
"46277","chr16",1845,27109602,27110102,-2.03052968587003,0.0217329419046532,-0.0585770150662362
"56750","chr17",6986,81551560,81552060,-2.10322367002477,0.0217329419046532,-0.0432966442646472
"64535","chr19",5114,41521762,41522262,-1.48045431165286,0.0217329419046532,-0.055651195428178
"51709","chr17",1945,28953427,28953927,-1.56741541574714,0.0217341459524766,-0.105734391581228
"102427","chr5",5592,172769389,172769889,-2.56272343552529,0.0217341459524766,-0.0689020335853585
"104940","chr6",1948,30742057,30742557,-2.08814172570579,0.0217341459524766,-0.0568584880657394
"125735","chr9",3612,127397815,127398315,-2.18469220562853,0.0217341459524766,-0.0688376004422004
"38251","chr14",2846,75522802,75523302,-1.90009293447224,0.0217784448332029,-0.0378997459003829
"42548","chr15",2209,68055345,68055845,-1.25166865438685,0.0217784448332029,-0.0940173438994569
"76689","chr2",9833,240831697,240832197,-1.61010616301268,0.0217784448332029,-0.0353565124205839
"52441","chr17",2677,37488779,37489279,-1.7535647207044,0.0217869549051736,-0.0464574799663541
"59151","chr18",2023,76803668,76804168,-1.10310053662101,0.0217869549051736,-0.0466494679441784
"101677","chr5",4842,151223889,151224389,-1.12928499241887,0.0217869549051736,-0.0789828256588226
"118381","chr8",1123,30141591,30142091,-1.36051443304369,0.0217869549051736,-0.104484129332844
"127631","chrX",343,13724883,13725383,1.50416335328683,0.0217880477198006,0.148133808537186
"23372","chr11",4293,74748005,74748505,-1.81078397314723,0.0217920581349149,-0.0423289891883227
"66128","chr19",6707,51407717,51408217,-2.20764349150604,0.0218069482225722,-0.060374074703333
"83879","chr22",1980,39534706,39535206,-1.48350706861807,0.0218320249720071,-0.0796973542201619
"65579","chr19",6158,48491098,48491598,-1.26842328560836,0.0218321243480882,-0.117143827423647
"105274","chr6",2282,32244845,32245345,-1.88354650585697,0.0218529255958633,-0.0604727079286822
"93925","chr4",1636,48016469,48016969,-1.30246194211055,0.0218741412941641,-0.0562745019057451
"121907","chr8",4649,143948394,143948894,-1.50185080884305,0.0218950891432005,-0.125176772203744
"112670","chr7",1774,36724224,36724724,1.25667677620294,0.0218971082853883,0.482991234885115
"90250","chr3",5228,141360784,141361284,-1.0934830860694,0.0219143685963331,-0.0480049865826653
"5308","chr1",5308,77779913,77780413,-1.20332022577154,0.0219235183766961,-0.0355206470147068
"84505","chr22",2606,45240004,45240504,-2.01252574721343,0.0219235183766961,-0.0639840027772294
"65750","chr19",6329,49150347,49150847,-1.10155058860724,0.0219293963879223,-0.0373714101260406
"114005","chr7",3109,77548135,77548635,-1.07731163089432,0.0219293963879223,-0.0584734030987709
"19938","chr11",859,9003277,9003777,-1.2019548467326,0.0219987615468982,-0.0332232254444603
"110901","chr7",5,192228,192728,-1.98689615640552,0.0219987615468982,-0.0474779115563222
"17337","chr10",4267,100167470,100167970,-1.38452148722693,0.0220380256893892,-0.0424708902534856
"64842","chr19",5421,43670032,43670532,-1.54605018974946,0.0220879565624329,-0.0582395498673585
"17575","chr10",4505,102352038,102352538,-2.12209885433332,0.0221457048232927,-0.0619047031845339
"120826","chr8",3568,124261633,124262133,-1.78307174770839,0.0221457048232927,-0.0486405018970367
"42773","chr15",2434,72231738,72232238,-1.59033726097521,0.0221646356481556,-0.0551446264649519
"68496","chr2",1640,37585093,37585593,-1.89019571384586,0.0221740175482575,-0.0529267710984249
"47778","chr16",3346,66522081,66522581,-1.39284141523797,0.0222722072228966,-0.101404573071971
"61672","chr19",2251,12401051,12401551,-1.13889212616477,0.0222722072228966,-0.0624921513250335
"127010","chr9",4887,136787575,136788075,-1.27137028506034,0.0222785616934958,-0.118365586921251
"118039","chr8",781,26291813,26292313,-1.21670887998678,0.0222935845234006,-0.105093404541214
"106542","chr6",3550,44172633,44173133,-1.30942124213642,0.0222984254067096,-0.05636570583482
"80299","chr20",3443,63496019,63496519,-1.98275137795789,0.0223157764562213,-0.0984693455324158
"83774","chr22",1875,39099415,39099915,-1.63783196203547,0.0223821539500191,-0.0851408296970809
"116628","chr7",5732,149715012,149715512,-1.35588475088298,0.0224059063802438,-0.0657025924295563
"75506","chr2",8650,219530087,219530587,-1.09231822187423,0.0224284183876129,-0.0533549582730476
"91814","chr3",6792,187745746,187746246,-1.03618937435824,0.0224333991117202,-0.0849824398588407
"29246","chr12",3360,57240379,57240879,-1.00611174580439,0.0224617566841332,-0.0893939153457456
"120344","chr8",3086,102287232,102287732,-1.2992462615254,0.0225774204663464,-0.0769208641893283
"7770","chr1",7770,151156568,151157068,-1.53323635156214,0.0226195215589451,-0.0951871405987444
"41844","chr15",1505,60396966,60397466,-1.23081064787504,0.0226195215589451,-0.0744971385001902
"106511","chr6",3519,43687568,43688068,-1.05887950558047,0.0228985391100075,-0.0905179956371702
"85411","chr3",389,12663411,12663911,-1.07481864855126,0.023012562630556,-0.101965921893261
"75893","chr2",9037,230867126,230867626,-1.01802669924995,0.0230169906568876,-0.0643759702665919
"30179","chr12",4293,91877776,91878276,-1.07846180921033,0.0231317210145146,-0.0781219793668548
"31862","chr12",5976,121658724,121659224,-1.31490217867046,0.0232037157491295,-0.082901664884304
"42305","chr15",1966,65516753,65517253,-1.9596188814574,0.0232435336262284,-0.0582608648582789
"42040","chr15",1701,63203715,63204215,-1.38977825599136,0.0232601454508109,-0.0745709239245711
